id,listing_url,name,host_id,host_url,host,neighbourhood,neighbourhood_cleansed,last_scraped,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,license,instant_bookable,host_alias,alias_id,status,ISD_status,ISD_address,ISD_category,license_listing_count,license_cat_max_exceed,simple_status,full_status,other_hosts,temp_class,centroid_group,centroid_group_recognized,centroid_group_distance,sub_centroid,sub_centroid_distance
21230903,https://www.airbnb.com/rooms/21230903,4 Beds & 2 Bath ~ Best Location in Downtown Boston,19004383,https://www.airbnb.com/users/show/19004383,Alana,"Boston, Massachusetts, United States",Fenway,2020-08-31,,42.34502,-71.09805,Entire apartment,Entire home/apt,8,2.0,4.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Elevator"", ""Children\u2019s books and toys"", ""Crib"", ""Washer"", ""Carbon monoxide alarm"", ""Single level home"", ""Room-darkening shades"", ""Essentials"", ""Paid parking off premises"", ""Cable TV"", ""Children\u2019s dinnerware"", ""Pack \u2019n Play/travel crib"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Wifi"", ""Microwave"", ""Pocket wifi"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Dishwasher"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Bathtub"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""First aid kit"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",515.0,91,1125,91.0,t,29,59,89,243,90,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
21238858,https://www.airbnb.com/rooms/21238858,Boston/Brookline Private 1 BR/Bath w/ Free Parking,147418936,https://www.airbnb.com/users/show/147418936,Dana And Andrew,"Boston, Massachusetts, United States",Brighton,2020-09-01,,42.34567,-71.13844,Entire guest suite,Entire home/apt,2,1.0,1.0,"[""Wifi"", ""Heating"", ""Microwave"", ""Hangers"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Laptop-friendly workspace"", ""Hair dryer"", ""Carbon monoxide alarm"", ""TV"", ""Hot water"", ""Shampoo"", ""Keypad"", ""First aid kit"", ""Refrigerator"", ""Private entrance"", ""Iron"", ""Coffee maker"", ""Free parking on premises""]",102.0,1,28,1.0,t,27,57,87,176,192,414216,f,,,Active,Active,15 Commonwealth TER 21 Brighton MA 02135,Home Share Unit,1.0,,Active,Active,,-1.0,,,,,
21253564,https://www.airbnb.com/rooms/21253564,Easy to Downtown/Longwood/Cambridge/BMC Sunny,145930475,https://www.airbnb.com/users/show/145930475,Huggy,,Roxbury,2020-09-01,,42.32591,-71.07934,Private room in apartment,Private room,1,1.0,1.0,"[""Wifi"", ""Heating"", ""Kitchen"", ""Hangers"", ""Smoke alarm"", ""Lock on bedroom door"", ""Laptop-friendly workspace"", ""Paid parking on premises"", ""Host greets you"", ""Hot water"", ""Carbon monoxide alarm"", ""Air conditioning""]",35.0,91,1000,91.0,t,30,60,90,365,4,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,0.0,68_1,False,281.1053280279678,,
21344653,https://www.airbnb.com/rooms/21344653,Sunny and Spacious 2 bed apartment in JP,51137683,https://www.airbnb.com/users/show/51137683,Sean,"Boston, Massachusetts, United States",Jamaica Plain,2020-08-31,,42.31528,-71.09794000000001,Entire house,Entire home/apt,6,2.0,3.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Children\u2019s books and toys"", ""Crib"", ""Washer"", ""Patio or balcony"", ""Room-darkening shades"", ""Essentials"", ""Breakfast"", ""Dishes and silverware"", ""Shower gel"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""TV"", ""Hot water"", ""Dishwasher"", ""Baking sheet"", ""Shampoo"", ""Cooking basics"", ""Private entrance"", ""Coffee maker"", ""Dryer"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Free street parking"", ""Refrigerator"", ""Iron""]",100.0,28,1125,28.0,t,0,24,54,87,1,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
21350397,https://www.airbnb.com/rooms/21350397,Astonishing 1 Bed South End Boston's Best Location,154540888,https://www.airbnb.com/users/show/154540888,Stephanie,"Boston, Massachusetts, United States",South End,2020-08-31,,42.34406,-71.07,Entire apartment,Entire home/apt,2,1.0,2.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Carbon monoxide alarm"", ""Smart lock"", ""Single level home"", ""Essentials"", ""Paid parking off premises"", ""Cable TV"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Bathtub"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Ethernet connection"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""First aid kit"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",248.0,28,1125,28.0,t,16,34,56,322,100,383983,t,,,Active,Active,22 Milford ST 03 1 Roxbury MA 02118,Owner-Adjacent Unit,1.0,,Active,Active,,-1.0,,,,,
21369962,https://www.airbnb.com/rooms/21369962,Beacon Hill Designer Suite with Roof deck,57533988,https://www.airbnb.com/users/show/57533988,Christal,"Boston, Massachusetts, United States",Beacon Hill,2020-08-31,,42.357659999999996,-71.06367,Entire apartment,Entire home/apt,4,1.0,2.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Elevator"", ""Children\u2019s books and toys"", ""Window guards"", ""Washer"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Fireplace guards"", ""Essentials"", ""Children\u2019s dinnerware"", ""Breakfast"", ""Pack \u2019n Play/travel crib"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Wifi"", ""Microwave"", ""Pocket wifi"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""Indoor fireplace"", ""TV"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Bathtub"", ""Coffee maker"", ""Lockbox"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""First aid kit"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",292.0,28,360,28.0,t,0,0,0,152,50,Missing,t,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
21436675,https://www.airbnb.com/rooms/21436675,Cozy bedroom near Harvard,115267785,https://www.airbnb.com/users/show/115267785,Alexes,"Boston, Massachusetts, United States",Allston,2020-08-31,,42.35842,-71.12969,Private room in house,Private room,2,1.0,1.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Garden or backyard"", ""Washer"", ""Essentials"", ""Cable TV"", ""Fire extinguisher"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Lock on bedroom door"", ""Stove"", ""Hair dryer"", ""TV"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Private entrance"", ""Coffee maker"", ""Dryer"", ""BBQ grill"", ""Laptop-friendly workspace"", ""Refrigerator"", ""Iron"", ""Free parking on premises""]",87.0,1,120,1.0,t,29,59,89,364,73,414502,f,,,Expired/Void/Revoked,Void,,Owner-Adjacent Unit,2.0,,Expired/Void/Revoked,Void,255801185,-1.0,,,,,
21444743,https://www.airbnb.com/rooms/21444743,BACK BAY STUDIO ON MARLBOROUGH ST MONTLY RENTAL,155595193,https://www.airbnb.com/users/show/155595193,Michelle,,Back Bay,2020-08-31,,42.35315,-71.07618000000001,Entire condominium,Entire home/apt,2,,1.0,"[""Dryer"", ""Wifi"", ""Heating"", ""Kitchen"", ""Hangers"", ""Elevator"", ""Smoke alarm"", ""Essentials"", ""Laptop-friendly workspace"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Washer"", ""Hot water"", ""Carbon monoxide alarm"", ""Iron""]",83.0,91,1125,91.0,t,29,59,89,364,0,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
21445050,https://www.airbnb.com/rooms/21445050,LUXURY BACK BAY STUDIO NEAR BERKLEY & Northeastern,155595193,https://www.airbnb.com/users/show/155595193,Michelle,,Fenway,2020-08-31,,42.34783,-71.09047,Entire apartment,Entire home/apt,2,,1.0,"[""Kitchen"", ""Heating"", ""Hangers"", ""Elevator"", ""Washer"", ""Carbon monoxide alarm"", ""Essentials"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Air conditioning"", ""Coffee maker"", ""Lockbox"", ""Dryer"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Iron""]",83.0,91,1125,91.0,t,30,60,90,365,2,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
21445137,https://www.airbnb.com/rooms/21445137,BEACON HILL STUDIO BY MASS GENERAL HOSPITAL,155595193,https://www.airbnb.com/users/show/155595193,Michelle,"Boston, Massachusetts, United States",Beacon Hill,2020-08-31,,42.35933,-71.07030999999999,Entire condominium,Entire home/apt,2,,1.0,"[""Lockbox"", ""Dryer"", ""Wifi"", ""Heating"", ""Kitchen"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Hair dryer"", ""Carbon monoxide alarm"", ""TV"", ""Washer"", ""Hot water"", ""Shampoo"", ""Air conditioning"", ""Iron"", ""Fire extinguisher""]",83.0,91,1125,91.0,t,29,59,89,364,1,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
21445237,https://www.airbnb.com/rooms/21445237,North End one bedroom in Boston's Little Italy,155595193,https://www.airbnb.com/users/show/155595193,Michelle,,Brighton,2020-08-31,,42.34989,-71.15365,Entire condominium,Entire home/apt,3,1.0,2.0,"[""Lockbox"", ""Dryer"", ""Wifi"", ""Heating"", ""Kitchen"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Laptop-friendly workspace"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Washer"", ""Hot water"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Iron""]",83.0,91,1125,91.0,t,29,59,89,364,0,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
21454153,https://www.airbnb.com/rooms/21454153,Minion? *Family*Tourist/Convention/Subway 130-1,CorpGroup37,https://www.airbnb.com/users/show/26704689,Mac,"Boston, Massachusetts, United States",South Boston,2020-09-01,,42.334759999999996,-71.05313000000001,Entire apartment,Entire home/apt,11,4.0,8.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Carbon monoxide alarm"", ""Smart lock"", ""Room-darkening shades"", ""Essentials"", ""Luggage dropoff allowed"", ""Wifi"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Dryer"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""First aid kit"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",486.0,91,1125,91.0,t,30,60,90,364,43,Missing,f,Mac,26704689.0,No license claimed,,,,,,No license claimed,No license claimed,,1.0,39_2,False,115.37965507060609,,
21458043,https://www.airbnb.com/rooms/21458043,Luxury 2 bedroom with garage parking space Allston,32712428,https://www.airbnb.com/users/show/32712428,Douglas,"Boston, Massachusetts, United States",Allston,2020-08-31,,42.35545,-71.13641,Entire apartment,Entire home/apt,4,2.0,1.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Elevator"", ""Washer"", ""Carbon monoxide alarm"", ""Single level home"", ""Essentials"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Bathtub"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""First aid kit"", ""Refrigerator"", ""Iron"", ""Free parking on premises""]",220.0,91,1125,91.0,t,0,0,0,0,5,Missing,t,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
21471048,https://www.airbnb.com/rooms/21471048,Cozy Room 3 Close to downtown & seaport district.,155919128,https://www.airbnb.com/users/show/155919128,Erico,"Boston, Massachusetts, United States",Dorchester,2020-09-01,,42.30703,-71.08013000000001,Private room in apartment,Private room,2,1.0,1.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Essentials"", ""Cable TV"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Wifi"", ""Microwave"", ""Lock on bedroom door"", ""Stove"", ""Hair dryer"", ""TV"", ""Hot water"", ""Dishwasher"", ""Cooking basics"", ""Air conditioning"", ""Bathtub"", ""Coffee maker"", ""Private entrance"", ""Lockbox"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""First aid kit"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",45.0,1,21,1.0,t,0,30,60,335,80,409784,t,,,Expired/Void/Revoked,Inactive,,Owner-Adjacent Unit,1.0,,Expired/Void/Revoked,Inactive,,-1.0,,,,,
21477647,https://www.airbnb.com/rooms/21477647,"Great Location,Near T, Zip Car Pickup & Blue Hills",152514670,https://www.airbnb.com/users/show/152514670,Kianna,"Boston, Massachusetts, United States",Mattapan,2020-08-31,,42.271570000000004,-71.08554000000001,Entire apartment,Entire home/apt,5,3.0,3.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Garden or backyard"", ""Window guards"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Essentials"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Bathtub"", ""Coffee maker"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Outlet covers"", ""First aid kit"", ""Keypad"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",87.0,2,28,2.0,t,0,0,0,0,130,408454,f,,,Active,Active,15 Southmere RD 18 2 Mattapan MA 02126,Home Share Unit,1.0,,Active,Active,,-1.0,,,,,
21484706,https://www.airbnb.com/rooms/21484706,"SPACIOUS for Friendly Roommates, w/ All utilities",156053359,https://www.airbnb.com/users/show/156053359,Ken,"Boston, Massachusetts, United States",Dorchester,2020-09-01,,42.291109999999996,-71.06523,Private room in condominium,Private room,4,1.0,1.0,"[""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Carbon monoxide alarm"", ""Hot tub"", ""Essentials"", ""Cable TV"", ""Fire extinguisher"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Lock on bedroom door"", ""TV"", ""Hot water"", ""Shampoo"", ""Air conditioning"", ""Coffee maker"", ""Dryer"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Keypad"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Free parking on premises""]",45.0,91,1125,91.0,t,29,59,89,364,32,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
21486679,https://www.airbnb.com/rooms/21486679,"Stylish Studio in the Back Bay, on Newbury St, .#9",CorpGroup7,https://www.airbnb.com/users/show/22348222,Maverick Empire,"Boston, Massachusetts, United States",Back Bay,2020-08-31,,42.34981,-71.08263000000001,Entire apartment,Entire home/apt,2,,1.0,"[""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Carbon monoxide alarm"", ""Smart lock"", ""Essentials"", ""Paid parking off premises"", ""Cable TV"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Shampoo"", ""Air conditioning"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Refrigerator"", ""Iron""]",96.0,1,1125,1.0,t,24,54,84,248,105,415643,t,Maverick,22348222.0,Expired/Void/Revoked,Inactive,,Exempt: Executive Suite,1.0,,Expired/Void/Revoked,Inactive,,-1.0,,,,,
21487043,https://www.airbnb.com/rooms/21487043,Sonder | Winthrop Square | Quaint Studio,CorpGroup5,https://www.airbnb.com/users/show/12243051,Sonder,"Boston, Massachusetts, United States",Downtown,2020-09-01,,42.35603,-71.05807,Entire apartment,Entire home/apt,2,,1.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Elevator"", ""Washer"", ""Carbon monoxide alarm"", ""Essentials"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Keypad"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",129.0,30,1124,30.0,t,1,1,1,1,13,974333,t,Sonder,12243051.0,Not found (fabricated),Not found (fabricated),,Owner-Adjacent Unit,21.0,,Not found (fabricated),Not found (fabricated),,0.0,5_1,False,374.9813432198754,5_1_0,142.33708318471352
21490776,https://www.airbnb.com/rooms/21490776,Sunny 2 bedroom apartment at Beacon Hill,45840601,https://www.airbnb.com/users/show/45840601,Raul,,Beacon Hill,2020-08-31,,42.35946,-71.06598000000001,Entire apartment,Entire home/apt,4,2.0,2.0,"[""Dryer"", ""Wifi"", ""Heating"", ""Kitchen"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Laptop-friendly workspace"", ""Hair dryer"", ""Cable TV"", ""TV"", ""Washer"", ""Carbon monoxide alarm"", ""Air conditioning""]",125.0,91,1125,91.0,t,0,0,0,0,0,Missing,t,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
21547937,https://www.airbnb.com/rooms/21547937,Huge Loft in the Heart of Boston | Walk Everywhere,1186415,https://www.airbnb.com/users/show/1186415,Robert,"Boston, Massachusetts, United States",Back Bay,2020-08-31,,42.34972,-71.07313,Private room in condominium,Private room,4,1.0,1.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Window guards"", ""Washer"", ""Carbon monoxide alarm"", ""Smart lock"", ""Essentials"", ""Paid parking off premises"", ""Cable TV"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Wifi"", ""Microwave"", ""Lock on bedroom door"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Game console"", ""Cooking basics"", ""Air conditioning"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""First aid kit"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",177.0,2,1125,2.0,t,30,60,90,270,104,STRHS,f,,,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,-1.0,,,,,
21550485,https://www.airbnb.com/rooms/21550485,"Large studio space, private entrance and walk to T",21890476,https://www.airbnb.com/users/show/21890476,Jason,"Boston, Massachusetts, United States",Dorchester,2020-09-01,,42.31794,-71.05689,Entire guest suite,Entire home/apt,2,,1.0,"[""Heating"", ""Hangers"", ""Washer"", ""Carbon monoxide alarm"", ""Smart lock"", ""Essentials"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Hair dryer"", ""TV"", ""Hot water"", ""Shampoo"", ""Private entrance"", ""Air conditioning"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""First aid kit"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",99.0,2,8,2.0,t,25,25,25,25,111,398104,t,,,Active,Active,260 E Cottage ST 13 Dorchester MA 02125,Limited Share Unit,1.0,,Active,Active,,-1.0,,,,,
21576187,https://www.airbnb.com/rooms/21576187,Cozy Apartment near BC w/parking and keyless entry,156907137,https://www.airbnb.com/users/show/156907137,Murat,,Brighton,2020-08-31,,42.347840000000005,-71.16644000000001,Entire apartment,Entire home/apt,3,1.0,1.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Carbon monoxide alarm"", ""Smart lock"", ""Essentials"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""TV"", ""Hot water"", ""Shampoo"", ""Cooking basics"", ""Private entrance"", ""Bathtub"", ""Air conditioning"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Free parking on premises""]",70.0,1,10,1.0,t,0,0,0,0,152,415994,t,,,Active,Active,57 S Crescent CIRT 22 2 Brighton MA 02135,Limited Share Unit,2.0,,Active,Active,,-1.0,,,,,
21596829,https://www.airbnb.com/rooms/21596829,Super Convenient 2BR 1 Bath Renovated!! Sleeps 4,226220,https://www.airbnb.com/users/show/226220,Sevil,,Brighton,2020-09-01,,42.356640000000006,-71.16259000000001,Entire house,Entire home/apt,4,2.0,2.0,"[""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Carbon monoxide alarm"", ""Baby bath"", ""Essentials"", ""Cable TV"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Pocket wifi"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Bathtub"", ""Coffee maker"", ""Private entrance"", ""Dryer"", ""Bed linens"", ""Ethernet connection"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Keypad"", ""Free street parking"", ""Refrigerator"", ""Iron""]",200.0,28,1125,28.0,t,30,60,90,365,28,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
21597619,https://www.airbnb.com/rooms/21597619,"1B. south end, cozy room by orange/silver line T",CorpGroup19,https://www.airbnb.com/users/show/41932249,Ann,"Boston, Massachusetts, United States",Roxbury,2020-08-31,,42.33715,-71.07825,Private room in apartment,Private room,3,1.0,2.0,"[""Wifi"", ""Heating"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Hair dryer"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hot water"", ""Keypad"", ""Iron""]",70.0,1,1125,1.0,t,0,0,0,0,76,414143,t,Ann,41932249.0,Expired/Void/Revoked,Void,,Home Share Unit,4.0,,Expired/Void/Revoked,Void,,0.0,21_2,False,23.263475362947954,,
21597670,https://www.airbnb.com/rooms/21597670,Entire 1-bedroom Apartment Near Downtown/Longwood,60155656,https://www.airbnb.com/users/show/60155656,Jc & Cm,"Boston, Massachusetts, United States",Roxbury,2020-09-01,,42.32008,-71.0921,Private room in townhouse,Private room,4,1.0,1.0,"[""Heating"", ""Hangers"", ""Children\u2019s books and toys"", ""Carbon monoxide alarm"", ""Smart lock"", ""Essentials"", ""Private living room"", ""Pack \u2019n Play/travel crib"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Shower gel"", ""Wifi"", ""Microwave"", ""Lock on bedroom door"", ""Hair dryer"", ""Long term stays allowed"", ""Shampoo"", ""Hot water"", ""Air conditioning"", ""Coffee maker"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Free street parking"", ""Refrigerator"", ""Iron""]",54.0,28,1125,28.0,t,0,0,0,133,104,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
21597878,https://www.airbnb.com/rooms/21597878,Large & Sunny Room near Dudley Station/Silver Line,145930475,https://www.airbnb.com/users/show/145930475,Huggy,,Roxbury,2020-09-01,,42.32707,-71.07964,Private room in apartment,Private room,1,1.0,1.0,"[""Wifi"", ""Heating"", ""Kitchen"", ""Hangers"", ""Smoke alarm"", ""Lock on bedroom door"", ""Laptop-friendly workspace"", ""Paid parking on premises"", ""Hot water"", ""Carbon monoxide alarm"", ""Air conditioning""]",35.0,91,365,91.0,t,30,60,90,365,3,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,0.0,68_1,False,152.39505504620627,,
21624391,https://www.airbnb.com/rooms/21624391,"Clean, spacious condo just steps from the MBTA",202410,https://www.airbnb.com/users/show/202410,Erin,"Boston, Massachusetts, United States",Brighton,2020-09-01,,42.34199,-71.15382,Entire house,Entire home/apt,4,2.0,3.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Essentials"", ""Cable TV"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Private entrance"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""First aid kit"", ""Keypad"", ""Refrigerator"", ""Iron"", ""Free parking on premises""]",180.0,2,1125,2.0,t,3,27,57,236,71,400150,f,,,Active,Active,48 Wallingford RD 21 1 Boston MA 02135,Owner-Adjacent Unit,1.0,,Active,Active,,-1.0,,,,,
21635255,https://www.airbnb.com/rooms/21635255,4C. cozy/quiet room-BU Med/NEU/Convention ctr,CorpGroup19,https://www.airbnb.com/users/show/41932249,Ann,"Boston, Massachusetts, United States",Roxbury,2020-08-31,,42.33697,-71.08009,Private room in apartment,Private room,2,1.0,1.0,"[""Wifi"", ""Heating"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Hair dryer"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hot water"", ""Keypad"", ""Ethernet connection"", ""Iron""]",69.0,91,1125,91.0,t,0,0,0,0,52,Missing,t,Ann,41932249.0,No license claimed,,,,,,No license claimed,No license claimed,,0.0,21_1,False,294.5462349184776,,
21648941,https://www.airbnb.com/rooms/21648941,"Cozy, spacious apartment near Harvard, BU",88256824,https://www.airbnb.com/users/show/88256824,Nancy,"Boston, Massachusetts, United States",Brighton,2020-09-01,,42.355959999999996,-71.14716999999999,Private room in house,Private room,2,1.0,1.0,"[""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Carbon monoxide alarm"", ""Essentials"", ""Private living room"", ""Wifi"", ""Hair dryer"", ""Indoor fireplace"", ""TV"", ""Hot water"", ""Shampoo"", ""Private entrance"", ""Air conditioning"", ""Lockbox"", ""Dryer"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Free street parking"", ""Iron""]",48.0,180,1125,180.0,t,30,60,90,180,1,Missing,t,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
