centroid_group,count_listings,count_licenses,license_dict,status_dict,license_exceed_type,minimum_nights,ISD_address_dict,host,host_id,alias_dict,shared_license,avg_USD/night,radius,mean_latitude,mean_longitude,confidence,max_listing_distance,avg_listing_distance,std_listing_distance,GCODE_office,GCODE_house_number,GCODE_road,GCODE_neighbourhood,GCODE_suburb,GCODE_city,GCODE_county,GCODE_state,GCODE_postcode,GCODE_country,GCODE_country_code,GCODE_amenity,GCODE_square,GCODE_building,GCODE_hamlet,GCODE_historic,GCODE_quarter,GCODE_tourism,GCODE_city_block,GCODE_town,GCODE_commercial,GCODE_shop,GCODE_leisure,GCODE_man_made,GCODE_railway,GCODE_natural
102_1,3,1,{'Missing': '3'},{'No license claimed': '3'},,91.0,{},Wang,166004722,{},False,50.0,75.65078358491134,42.356046666666664,-71.15735666666667,within 200 ft.,212.41665,145.4718,80.2938,,95,Cresthill Road,Faneuil,Brighton,Boston,Suffolk County,Massachusetts,02135-3202,United States of America,us,,,,,,,,,,,,,,,
21_4,3,1,{'Missing': '3'},{'No license claimed': '3'},,91.0,{},Ann,CorpGroup19,{'41932249': '3'},False,64.67,52.0,42.338449999999995,-71.06987666666666,within 100 ft.,88.9767,69.6086,16.8351,,64,East Canton Street,South End,South End,Boston,Suffolk County,Massachusetts,02118,United States of America,us,,,,,,,,,,,,,,,
2_3,3,1,{'Missing': '3'},{'No license claimed': '3'},,28.0,{},Churchill,CorpGroup2,"{'30283594': '2', '9419684': '1'}",False,231.33,52.0,42.34514333333333,-71.06191666666666,within 150 ft.,130.02561,86.7983,54.6702,,,Albany Street,Waterfront,Financial District,Boston,Suffolk County,Massachusetts,02284-6028,United States of America,us,,,,,,,AC Hotel,,,,,,,,
123_1,3,1,{'400257': '3'},{'Expired/Void/Revoked': '3'},,2.0,{},Siena,80570686,{},False,90.0,70.8282000759369,42.331916666666665,-71.10212666666668,within 200 ft.,176.12693,142.4627,56.3471,,170,Saint Alphonsus Street,,Roxbury,Boston,Suffolk County,Massachusetts,02120,United States of America,us,,,,,,,,,,,,,,,
111_1,3,1,{'Missing': '3'},{'No license claimed': '3'},,91.0,{},Suzanne,9529655,{},False,204.67,98.77361372755803,42.35068,-71.09481666666666,within 250 ft.,256.3557,174.4455,129.7853,,,Storrow Drive,Audubon Square,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,,,,,,,,
131_1,3,1,{'387383': '3'},{'Active': '3'},,1.0,{'364 Meridian ST 01 1 East Boston MA 02128': '3'},Monya,15943555,{},False,143.33,52.94974093991415,42.38013,-71.04030666666667,within 150 ft.,161.83401,116.814,42.6993,,400,Border Street,Eagle Hill,East Boston,Boston,Suffolk County,Massachusetts,02128,United States of America,us,,,,,,,,,,,,,,,
51_2,3,1,{'Missing': '3'},{'No license claimed': '3'},,91.0,{},Shahnaz,248657295,{},False,75.0,65.216407672363,42.31089,-71.05683666666665,within 200 ft.,178.1577,118.8559,80.3805,,1160,Dorchester Avenue,Savin Hill,South Boston,Boston,Suffolk County,Massachusetts,02125,United States of America,us,,,,,,,,,,,,,,,
202_1,3,1,{'404352': '3'},{'Expired/Void/Revoked': '3'},,1.0,{},Aiden & Dana,265040078,{},False,86.0,101.98120368638774,42.38133,-71.02889666666665,within 300 ft.,283.66308,221.0534,68.7132,,320,East Eagle Street,Day Square,East Boston,Boston,Suffolk County,Massachusetts,02150,United States of America,us,,,,,,,,,,,,,,,
3_12,3,1,{'STRLH/STRBB': '3'},{'Exempt (not verified)': '3'},,2.0,{},STR Boston,CorpGroup4,{'814298': '3'},False,170.52,53.21142725238341,42.357593333333334,-71.0717,within 150 ft.,146.5057,98.9616,62.6813,,30,Brimmer Street,,Beacon Hill,Boston,Suffolk County,Massachusetts,02108,United States of America,us,,,,,,,,Charles River Square,,,,,,,
205_1,3,1,{'398358': '3'},{'Active': '3'},,2.0,{'15 Copley ST 11 Roxbury MA 02119': '3'},Lori,30490577,{},False,125.14,59.72403146925435,42.317143333333334,-71.10031333333335,within 200 ft.,190.72878,134.1948,50.1102,,30,Atherton Street,,Roxbury,Boston,Suffolk County,Massachusetts,02130-0947,United States of America,us,,,,,,,,,,,,,,,
105_1,3,1,{'383502': '3'},{'Active': '3'},,1.0,{'285 Roxbury ST 09 Roxbury MA 02119': '3'},Gregory,101057334,{},False,78.0,53.54419609182537,42.329910000000005,-71.09327,within 150 ft.,164.75963,114.5987,43.8801,,27,Centre Street,Roxbury Crossing,Roxbury,Boston,Suffolk County,Massachusetts,02120,United States of America,us,,,,,,,,,,,,,,,
76_1,3,1,{'386945': '3'},{'Active': '3'},,2.0,{'68 Welles AVE 17 2 Dorchester MA 02124': '3'},Eddie & Nayeli,102027626,{},False,69.0,72.6750767559485,42.28870333333333,-71.06800666666668,within 250 ft.,244.54911,163.0326,70.5953,,65,Welles Avenue,Dorchester Center,Dorchester,Boston,Suffolk County,Massachusetts,01210,United States of America,us,,,,,,,,,,,,,,,
54_1,3,1,{'400320': '3'},{'Active (limit exceeded)': '3'},listing,1.0,{'51 Bennington ST 01 East Boston MA 02128': '3'},Boris & Susan,69587,{},False,56.86,116.72592805341839,42.37579,-71.03747666666665,within 300 ft.,298.97454,219.6975,122.1807,,48;50,Bennington Street,Eagle Hill,East Boston,Boston,Suffolk County,Massachusetts,0212,United States of America,us,Central Assembly of God Church,,,,,,,,,,,,,,
103_1,3,1,{'414596': '3'},{'Not found (fabricated)': '3'},,1.0,{},Hesham,158837906,{},True,443.33,68.17871167297244,42.32801333333333,-71.11194333333333,within 200 ft.,209.47711,139.6641,67.4502,,128,Jamaicaway,,Jamaica Plain,Boston,Suffolk County,Massachusetts,02130,United States of America,us,,,,,,,,,,,,,,,
12_2,3,1,{'STRHS': '3'},{'Exempt (not verified)': '3'},,1.0,{},Together We,CorpGroup12,{'21184200': '3'},False,160.67,82.20732778218566,42.35229333333333,-71.07706333333334,within 200 ft.,216.97206,166.7002,55.0528,,,Commonwealth Avenue,,Back Bay,Boston,Suffolk County,Massachusetts,02116,United States of America,us,,,,,Patrick Andrew Collins,,,,,,,,,,
58_1,3,1,{'413137': '3'},{'Active': '3'},,1.0,{'16 Hubbardston RD 13 1 Dorchester MA 02125': '3'},Frank,310681680,{},False,66.0,104.42064182141269,42.30975333333333,-71.05295666666666,within 250 ft.,272.23904,216.3661,79.575,,,Hubbardston Road,Savin Hill,South Boston,Boston,Suffolk County,Massachusetts,02107,United States of America,us,,,,,,,,,,,,,I-93 at Savin Hill (Exits 14-15),,
36_1,3,1,{'383107': '3'},{'Active': '3'},,1.0,{'85 Cambridge ST 02 1 Charlestown MA 02129': '3'},Jurek,CorpGroup35,{'21745230': '3'},False,78.67,62.099585301388146,42.38304,-71.07836333333333,within 200 ft.,200.74659,137.5403,55.636,,8,Brighton Street,,Charlestown,Boston,Suffolk County,Massachusetts,02145,United States of America,us,,,,,,,,,,,,,,,
162_1,3,1,{'397983': '3'},{'Active': '3'},,1.0,{'6 Ainsley ST 16 Dorchester MA 02122': '3'},Polly Minter,7988017,{},False,77.33,123.33854929406432,42.292649999999995,-71.05601000000001,within 300 ft.,318.07386,230.9957,138.972,,27,Rosemont Street,Fields Corner,Dorchester,Boston,Suffolk County,Massachusetts,01210,United States of America,us,,,,,,,,,,,,,,,
15_2,3,1,{'STRHS': '3'},{'Exempt (not verified)': '3'},,9.0,{},Bluebird,CorpGroup15,{'95459395': '3'},False,757.48,97.3632269565086,42.36405666666667,-71.06917333333332,within 300 ft.,280.62819,187.9472,106.22,,55,Fruit Street,,Beacon Hill,Boston,Suffolk County,Massachusetts,02114,United States of America,us,Massachusetts General Hospital,,,,,,,Charles River Square,,,,,,,
198_1,3,1,{'398624': '3'},{'Active': '3'},,2.0,{'101 P ST 06 South Boston MA 02127': '3'},Bill And Maureen,52881930,{},False,125.9,52.0,42.334509999999995,-71.02731666666666,unknown (too close),3.60522,2.4035,1.0407,,101,P Street,City Point,South Boston,Boston,Suffolk County,Massachusetts,02210,United States of America,us,,,,,,,,,,,,,,,
21_3,3,1,{'Missing': '3'},{'No license claimed': '3'},,91.0,{},Ann,CorpGroup19,{'41932249': '3'},False,71.0,68.55075492461627,42.32204333333334,-71.08898333333333,within 200 ft.,203.20865,139.6808,58.577,,115,Dale Street,Nubian Square,Roxbury,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,,,,,,,,
121_1,3,1,{'416718': '3'},{'Active': '3'},,2.0,{'62 Highland ST 18 Hyde Park MA 02136': '3'},Andre,44581223,{},False,53.0,76.57617700394897,42.25217,-71.11481666666667,within 200 ft.,205.45297,140.7615,90.2361,,70,Highland Street,Fairmount,Hyde Park,Boston,Suffolk County,Massachusetts,02137,United States of America,us,,,,,,,,,,,,,,,
3_10,3,1,{'Missing': '3'},{'No license claimed': '3'},,28.0,{},STR Boston,CorpGroup4,"{'814298': '2', '1444340': '1'}",False,107.33,88.61486656069766,42.33539,-71.04369000000001,within 250 ft.,259.0484,201.4863,60.1536,,517,East Broadway,Dorchester Heights,South Boston,Boston,Suffolk County,Massachusetts,02127,United States of America,us,,,,,,,,,,,,,,,
208_1,3,1,{'396518': '3'},{'Expired/Void/Revoked': '3'},,3.0,{},Maria,93820834,{},False,121.67,73.53160309272242,42.38220666666666,-71.06895000000002,within 250 ft.,237.93219,158.9937,69.2273,,381,Bunker Hill Street,,Charlestown,Boston,Suffolk County,Massachusetts,02129,United States of America,us,,,,,,,,,,,,,,,
11_4,3,1,{'Missing': '3'},{'No license claimed': '3'},,30.0,{},Lance,CorpGroup11,{'71783': '3'},False,84.33,52.0,42.31321,-71.10815,unknown (too close),0.0,0.0,0.0,,5,Biltmore Street,Forest Hills,Jamaica Plain,Boston,Suffolk County,Massachusetts,02130,United States of America,us,,,,,,,,,,,,,,,
39_2,3,1,{'Missing': '3'},{'No license claimed': '3'},,91.0,{},Mac,CorpGroup37,{'26704689': '3'},False,185.0,52.0,42.33445,-71.05321666666667,within 150 ft.,136.67694,96.003,53.0844,,187;189,E Street,Dorchester Heights,South Boston,Boston,Suffolk County,Massachusetts,02127,United States of America,us,,,,,,,,,,,,,,,
50_2,3,1,{'Missing': '3'},{'No license claimed': '3'},,3.0,{},Agnieszka,18479599,{},False,76.67,52.0,42.32595666666666,-71.05823666666667,within 100 ft.,99.30307,69.2878,36.7504,,33,Washburn Street,Uphams Corner,South Boston,Boston,Suffolk County,Massachusetts,01125,United States of America,us,,,,,,,,,,,,,,,
3_9,3,1,{'Missing': '3'},{'No license claimed': '3'},,28.0,{},STR Boston,CorpGroup4,{'814298': '3'},False,67.67,105.44724906111837,42.32346999999999,-71.09375,within 250 ft.,266.76479,179.2247,150.5303,,5,Thwing Street,,Roxbury,Boston,Suffolk County,Massachusetts,02130-0947,United States of America,us,,,,,,,,,,,,,,,
101_1,3,1,{'Missing': '3'},{'No license claimed': '3'},,1.0,{},Alex,102875095,{},False,239.33,73.15946874961698,42.326973333333335,-71.11173333333333,within 200 ft.,203.80143,162.1768,36.1711,,161,South Huntington Avenue,,Jamaica Plain,Boston,Suffolk County,Massachusetts,02130-4803,United States of America,us,,,Olmsted Place,,,,,,,,,,,,
11_5,3,1,{'Missing': '3'},{'No license claimed': '3'},,30.0,{},Lance,CorpGroup11,{'71783': '3'},False,98.0,52.0,42.33931,-71.15122,unknown (too close),0.0,0.0,0.0,,110,Strathmore Road,,Brighton,Boston,Suffolk County,Massachusetts,02445-5841,United States of America,us,,,,,,,,,,,,,,,
25_3,3,1,{'STRHS': '3'},{'Exempt (not verified)': '3'},,2.0,{},Post Group,CorpGroup24,{'9410008': '3'},False,396.67,52.0,42.3598,-71.07091666666668,within 100 ft.,122.52411,81.8165,35.3658,,142,Charles Street,,Beacon Hill,Boston,Suffolk County,Massachusetts,02114,United States of America,us,,,,,,,,Charles River Square,,,,,,,
191_1,3,1,{'416758': '3'},{'Expired/Void/Revoked': '3'},,2.0,{},Deborah,CorpGroup43,{'3029783': '3'},False,214.67,52.0,42.37586666666667,-71.05006333333333,within 150 ft.,147.87352,98.5824,42.6873,,,Thirteenth Street,Gove Street,Charlestown,Boston,Suffolk County,Massachusetts,02128,United States of America,us,,,,,,,,,,,,Charlestown Marina,,,
114_1,3,1,{'406565': '3'},{'Active': '3'},,3.0,{'158 W Brookline ST 04 4 Roxbury MA 02118': '3'},Edward,1651480,{},False,151.67,52.0,42.34232,-71.07594666666667,unknown (too close),1.80239,1.2016,0.5203,,158,West Brookline Street,South End,South End,Boston,Suffolk County,Massachusetts,02118,United States of America,us,,,,,,,,,,,,,,,
55_1,3,1,{'Missing': '3'},{'No license claimed': '3'},,28.0,{},Lara,59234220,{},False,143.33,87.45180018686136,42.35998,-71.06909333333333,within 250 ft.,238.10122,171.7152,89.9392,,3,Goodwin Place,,Beacon Hill,Boston,Suffolk County,Massachusetts,02114,United States of America,us,,,,,,,,Charles River Square,,,,,,,
24_2,3,1,{'413525': '3'},{'Active (limit exceeded)': '3'},listing,3.0,{'422 Bowdoin ST 15 2 Dorchester MA 02122': '3'},Eder,CorpGroup23,{'25203946': '3'},False,223.0,53.33573601613012,42.31108666666666,-71.06209666666668,within 150 ft.,140.46644,101.3073,59.4562,,160,Hancock Street,Kane Square,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,
164_1,2,1,{'415841': '2'},{'Active': '2'},,3.0,{'4 Thwing ST 11 Roxbury MA 02119': '2'},John,69967323,{},False,80.0,73.97440529900467,42.32306,-71.093695,unknown (too few),186.69091,186.6909,0.0,,198,Highland Street,Roxbury Crossing,Roxbury,Boston,Suffolk County,Massachusetts,02130-0947,United States of America,us,,,,,,,,,,,,,,,
60_1,2,1,{'414601': '2'},{'Active': '2'},,2.0,{'238 Saratoga ST 01 1 East Boston MA 02128': '2'},Ella,7427795,{},False,100.0,52.0,42.38313,-71.038725,unknown (too few),104.48112,104.4811,0.0001,,7,Nay Street,Eagle Hill,East Boston,Boston,Suffolk County,Massachusetts,02150,United States of America,us,,,,,,,,,,,,,,,
152_1,2,1,{'433840': '2'},{'Not found (fabricated)': '2'},,1.0,{},Mimi,165422704,{},False,53.5,52.0,42.287575000000004,-71.05555,unknown (too few),94.46428,94.4642,0.0001,,144,Elmer Road,Cedar Grove,Dorchester,Boston,Suffolk County,Massachusetts,01210,United States of America,us,,,,,,,,,,,,,,,
218_1,2,1,{'414597': '2'},{'Expired/Void/Revoked': '2'},,1.0,{},Hesham,339606572,{},True,600.0,52.0,42.344755,-71.09907999999999,unknown (too few),58.18552,58.1855,0.0,,,Boylston Street,Audubon Square,Jamaica Plain,Boston,Suffolk County,Massachusetts,02215,United States of America,us,,,Van Ness,,,,,,,,,,,,
263_1,2,1,{'STRLH/STRBB': '2'},{'Exempt (not verified)': '2'},,1.0,{},Inn At Longwood Medical,266754484,{},False,239.0,53.569192559788334,42.33762,-71.10727,unknown (too few),135.19386,135.1938,0.0001,,,Binney Street,,Roxbury,Boston,Suffolk County,Massachusetts,02120,United States of America,us,,,Dana-Farber Cancer Institute,,,,,,,,,,,,
312_1,2,1,{'396957': '2'},{'Expired/Void/Revoked': '2'},,91.0,{},Mauryn,28299940,{},False,146.0,53.870559083184176,42.319964999999996,-71.110675,unknown (too few),135.95444,135.9544,0.0001,,10,Oakview Terrace,,Jamaica Plain,Boston,Suffolk County,Massachusetts,02130-4803,United States of America,us,,,,,,,,,,,,,,,
124_1,2,1,{'409266': '2'},{'Active': '2'},,1.0,{'1686 Washington ST 08 1 Roxbury MA 02118': '2'},Javier,43217109,{},False,69.5,52.0,42.337770000000006,-71.0749,unknown (too few),32.13664,32.1366,0.0,,1640,Washington Street,South End,South End,Boston,Suffolk County,Massachusetts,02118,United States of America,us,,,,,,,,,,,,,,,
209_1,2,1,{'402530': '2'},{'Active': '2'},,2.0,{'36 Hopedale ST 22 Allston MA 02134': '2'},Marlene,18409308,{},False,108.0,73.049926858053,42.360675,-71.12629000000001,unknown (too few),184.35779,184.3578,0.0,,37,West Sorrento Street,,Allston,Boston,Suffolk County,Massachusetts,02134-1433,United States of America,us,,,Cicconi & Sons Construction Co. Inc.,,,,,,,,,,,,
144_1,2,1,{'413441': '2'},{'Active': '2'},,1.0,{'39 Wiltshire RD 22 2 Brighton MA 02135': '2'},Natalie,357698265,{},False,75.0,52.0,42.343605,-71.154855,unknown (too few),105.40852,105.4084,0.0001,,18;20,Wiltshire Road,Aberdeen,Brighton,Boston,Suffolk County,Massachusetts,02135-3202,United States of America,us,,,,,,,,,,,,,,,
4_8,2,1,{'Missing': '2'},{'No license claimed': '2'},,32.0,{},Blueground,CorpGroup3,{'107434423': '2'},False,181.0,52.0,42.39362,-71.07753,unknown (too few),84.64113,84.6411,0.0001,,,Great River Road,,,,Middlesex County,Massachusetts,02145-1109,United States of America,us,Artisan East Garage,,,,,,,,Somerville,,,,,,
12_8,2,1,{'STRHS': '2'},{'Exempt (not verified)': '2'},,1.0,{},Together We,CorpGroup12,{'21184200': '2'},False,224.0,52.0,42.33656,-71.076475,unknown (too few),62.55833,62.5583,0.0,,1742;1744,Washington Street,South End,South End,Boston,Suffolk County,Massachusetts,02118,United States of America,us,,,,,,,,,,,,,,,
188_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},Alekya,90175388,{},False,200.0,52.0,42.35281500000001,-71.12278500000001,unknown (too few),115.22156,115.2214,0.0002,,1055,Commonwealth Avenue,Audubon Square,Allston,Boston,Suffolk County,Massachusetts,02141,United States of America,us,,,,,,,,,,,,,,,
116_1,2,1,{'416636': '2'},{'Active': '2'},,1.0,{'30 Mayfield ST 13 Dorchester MA 02125': '2'},Joseph,261646616,{},False,106.5,52.0,42.31587,-71.05751000000001,unknown (too few),127.9548,127.9548,0.0001,,3,Victoria Street,Uphams Corner,South Boston,Boston,Suffolk County,Massachusetts,02125,United States of America,us,,,,,,,,,,,,,,,
132_1,2,1,{'414387': '2'},{'Expired/Void/Revoked': '2'},,1.0,{},Barry,358825885,{},False,99.5,52.0,42.34279,-71.075885,unknown (too few),57.3081,57.3081,0.0,,171,West Brookline Street,South End,South End,Boston,Suffolk County,Massachusetts,02118,United States of America,us,,,,,,,,,,,,,,,
4_17,2,1,{'Missing': '2'},{'No license claimed': '2'},,32.0,{},Blueground,CorpGroup3,{'107434423': '2'},False,193.0,52.0,42.361765000000005,-71.057695,unknown (too few),44.63242,44.6324,0.0,,,Congress Street,Dock Square,North End,Boston,Suffolk County,Massachusetts,02102,United States of America,us,,,,,,,,,,,,,,Haymarket,
4_16,2,1,{'Missing': '2'},{'No license claimed': '2'},,32.0,{},Blueground,CorpGroup3,{'107434423': '2'},False,195.5,52.0,42.34484,-71.065815,unknown (too few),94.48439,94.4843,0.0001,,75,Waterford Street,Chinatown,South End,Boston,Suffolk County,Massachusetts,02118,United States of America,us,,,,,,,,,,,,,,,
4_9,2,1,{'Missing': '2'},{'No license claimed': '2'},,32.0,{},Blueground,CorpGroup3,{'107434423': '2'},False,121.0,52.0,42.352395,-71.06421,unknown (too few),90.95411,90.9541,0.0001,,,Head Place,Chinatown,Beacon Hill,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,Phillips Square,Grand Lodge of Masons of Massachusetts,,,,,,,,,,,,
120_1,2,1,{'418154': '2'},{'Active': '2'},,1.0,{'41 Gleason ST 14 1 Dorchester MA 02121': '2'},Lee,227889113,{},False,300.0,52.0,42.299495,-71.082615,unknown (too few),95.89187,95.8918,0.0001,,1,Page Terrace,Mount Bowdoin,Dorchester,Boston,Suffolk County,Massachusetts,02121,United States of America,us,,,,,,,,,,,,,,,
3_14,2,1,{'Missing': '2'},{'No license claimed': '2'},,28.0,{},STR Boston,CorpGroup4,{'814298': '2'},False,90.0,52.0,42.343325,-71.05587,unknown (too few),87.68597,87.6859,0.0001,,41,West Second Street,Church Green,South Boston,Boston,Suffolk County,Massachusetts,02127,United States of America,us,,,,,,,,,,,,,,,
31_2,2,1,{'414596': '2'},{'Not found (fabricated)': '2'},,1.0,{},Moe,CorpGroup31,{'336537667': '2'},True,575.0,69.71835194741497,42.32673,-71.11162999999999,unknown (too few),175.94981,175.9498,0.0,,161,South Huntington Avenue,,Jamaica Plain,Boston,Suffolk County,Massachusetts,02130-4803,United States of America,us,,,Olmsted Place,,,,,,,,,,,,
214_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},AAA Homestays,285904748,{},False,65.5,64.04386624708867,42.308769999999996,-71.086955,unknown (too few),161.62898,161.629,0.0,,40,Schuyler Street,Mount Bowdoin,Dorchester,Boston,Suffolk County,Massachusetts,02121,United States of America,us,,,,,,,,,,,,,,,
184_1,2,1,{'405822': '2'},{'Active': '2'},,1.0,{'1 Torpie ST 10 2 Mission Hill MA 02120': '2'},Colby,281602481,{},True,99.0,52.0,42.33294,-71.10324,unknown (too few),91.93551,91.9355,0.0,,1,Torpie Street,,Roxbury,Boston,Suffolk County,Massachusetts,02120,United States of America,us,,,,,,,,,,,,,,,
4_10,2,1,{'Missing': '2'},{'No license claimed': '2'},,32.0,{},Blueground,CorpGroup3,{'107434423': '2'},False,218.5,52.0,42.3614,-71.05261999999999,unknown (too few),0.0,0.0,0.0,,,Commercial Street,Dock Square,North End,Boston,Suffolk County,Massachusetts,02109,United States of America,us,,,Mercantile Hall,,,,,,,,,,,,
153_1,2,1,{'414858': '2'},{'Active': '2'},,1.0,{'586 River ST 18 2 Mattapan MA 02126': '2'},Glen,278520291,{},False,48.0,52.0,42.267105,-71.0963,unknown (too few),42.33295,42.3329,0.0,,3,Marcy Road,,Hyde Park,Boston,Suffolk County,Massachusetts,02126,United States of America,us,,,,,,,,,,,,,,,
58_2,2,1,{'413138': '2'},{'Active': '2'},,1.0,{'16 Hubbardston RD 13 2 Dorchester MA 02125': '2'},Frank,310681680,{},False,67.5,52.0,42.309365,-71.05231,unknown (too few),115.08298,115.083,0.0,,66,Springdale Street,Savin Hill,South Boston,Boston,Suffolk County,Massachusetts,02125,United States of America,us,,,,,,,,,,,,,,,
4_13,2,1,{'Missing': '2'},{'No license claimed': '2'},,32.0,{},Blueground,CorpGroup3,{'107434423': '2'},False,180.57,52.0,42.34346,-71.097265,unknown (too few),103.26622,103.2661,0.0001,,105,Jersey Street,Audubon Square,Jamaica Plain,Boston,Suffolk County,Massachusetts,02215,United States of America,us,Boston Temple Seventh Day Adventist Church,,,,,,,,,,,,,,
96_2,2,1,{'418952': '2'},{'Expired/Void/Revoked': '2'},,1.0,{},Julia,315550531,{},False,90.0,52.0,42.313345,-71.06685999999999,unknown (too few),115.06552,115.0655,0.0,,37;39,Payson Avenue,Kane Square,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,
96_1,2,1,{'418952': '2'},{'Expired/Void/Revoked': '2'},,1.0,{},Julia,315550531,{},False,82.5,52.0,42.31165,-71.06847,unknown (too few),62.23793,62.2379,0.0,,17,Bellevue Street,Kane Square,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,
46_2,2,1,{'STRHS': '2'},{'Exempt (not verified)': '2'},,1.0,{},Zuzu,215617803,{},False,110.0,59.72088511929464,42.319645,-71.066325,unknown (too few),150.71905,150.719,0.0001,,29E,Humphreys Street,Uphams Corner,South Boston,Boston,Suffolk County,Massachusetts,02125,United States of America,us,,,,,,,,,,,,,,,
18_2,2,1,{'Missing': '2'},{'No license claimed': '2'},,31.0,{},Zeus,CorpGroup18,{'48005494': '2'},False,152.5,52.0,42.366505000000004,-71.06253000000001,unknown (too few),114.89614,114.8961,0.0001,,100,Legends Way,Dock Square,West End,Boston,Suffolk County,Massachusetts,02114,United States of America,us,,,,,,,,,,,,TD Garden,,,
358_1,2,1,{'418927': '2'},{'Expired/Void/Revoked': '2'},,2.0,{},Michael,95725938,{},False,1135.0,52.0,42.344125000000005,-71.070135,unknown (too few),6.80648,6.8065,0.0,,26,Milford Street,South End,South End,Boston,Suffolk County,Massachusetts,02118,United States of America,us,,,,,,,,,,,,,,,
120_2,2,1,{'418154': '2'},{'Active': '2'},,3.0,{'41 Gleason ST 14 1 Dorchester MA 02121': '2'},Lee,227889113,{},False,125.0,72.95493032107719,42.298564999999996,-71.08104,unknown (too few),184.11804,184.118,0.0,,142;144,Glenway Street,Mount Bowdoin,Dorchester,Boston,Suffolk County,Massachusetts,02121,United States of America,us,,,,,,,,,,,,,,,
17_4,2,1,{'Missing': '2'},{'No license claimed': '2'},,28.0,{},STARS,CorpGroup16,"{'31340713': '1', '266312920': '1'}",False,125.0,52.0,42.353629999999995,-71.080805,unknown (too few),70.90263,70.9026,0.0001,,270,Beacon Street,,Back Bay,Boston,Suffolk County,Massachusetts,02116,United States of America,us,,,,,,,,,,,,,,,
18_3,2,1,{'Missing': '2'},{'No license claimed': '2'},,31.0,{},Zeus,CorpGroup18,{'48005494': '2'},False,117.5,52.0,42.35177,-71.04616999999999,unknown (too few),81.17721,81.1772,0.0,,85,Seaport Boulevard,,Financial District,Boston,Suffolk County,Massachusetts,02210,United States of America,us,,,Watermark Seaport,,,Seaport,,,,,,,,,
256_1,2,1,{'STRLH/STRBB': '2'},{'Exempt (not verified)': '2'},,1.0,{},The Godfrey Hotel,266560394,{},False,195.0,52.0,42.354645000000005,-71.062025,unknown (too few),100.90221,100.9021,0.0001,,9,West Street,Chinatown,Beacon Hill,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,Phillips Square,,,,,,,,,,,,,
9_6,2,1,{'STRLH/STRBB': '2'},{'Exempt (not verified)': '2'},,2.0,{},Barsala,CorpGroup9,{'8534462': '2'},False,139.22,52.0,42.34393,-71.086855,unknown (too few),67.13238,67.1324,0.0,,,Massachusetts Avenue,,South End,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,Church Park Luxury Apartments,,,,,,,,,,,,
124_2,2,1,{'409266': '2'},{'Active': '2'},,1.0,{'1686 Washington ST 08 1 Roxbury MA 02118': '2'},Javier,43217109,{},False,239.5,52.0,42.336315,-71.07642999999999,unknown (too few),53.92709,53.9271,0.0,,652,Massachusetts Avenue,,South End,Boston,Suffolk County,Massachusetts,02118,United States of America,us,,,,,,,,,,,,,,,
4_19,2,1,{'Missing': '2'},{'No license claimed': '2'},,32.0,{},Blueground,CorpGroup3,{'107434423': '2'},False,174.5,72.20203227904817,42.348209999999995,-71.07979,unknown (too few),182.21794,182.2179,0.0,,,Blagden Street,,Back Bay,Boston,Suffolk County,Massachusetts,02116,United States of America,us,,,,,,,,,,,,Prudential Center Plaza,,,
80_1,2,1,{'STRES': '2'},{'Exempt (not verified)': '2'},,2.0,{},Venn,277913848,{},False,291.0,52.0,42.351855,-71.05973499999999,unknown (too few),95.31856,95.3185,0.0001,,21,Edinboro Street,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,Phillips Square,,,,,,,,,,,,,
12_7,2,1,{'STRHS': '2'},{'Exempt (not verified)': '2'},,1.0,{},Together We,CorpGroup12,{'21184200': '2'},False,155.0,52.0,42.34832,-71.09063,unknown (too few),77.08409,77.0841,0.0,,425,Newbury Street,,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,Somerset Garage,,,,,,,,,,,,,,
297_1,2,1,{'413530': '2'},{'Expired/Void/Revoked': '2'},,3.0,{},Jeremy,142465786,{},False,107.5,52.0,42.31332999999999,-71.127715,unknown (too few),80.46005,80.4601,0.0,,35,Rockwood Street,,Jamaica Plain,Boston,Suffolk County,Massachusetts,02445,United States of America,us,,,,,,,,,,,,,,,
